talk_desc,event,talk_name,views,duration,tags,recorded_at,published on
"The Internet has transformed the front lines of war, and it's leaving governments behind. As security analyst Rodrigo Bijou shows, modern conflict is being waged online between non-state groups, activists and private corporations, and the digital landscape is proving to be fertile ground for the recruitment and radicalization of terrorists. Meanwhile, draconian surveillance programs are ripe for exploitation. Bijou urges governments to end mass surveillance programs and shut ""backdoors"" -- and he makes a bold call for individuals to step up.",TEDGlobal>London,Governments don't understand cyber warfare. We need hackers,1427542,568,"['activism', 'computers', 'communication', 'data', 'future', 'government', 'military', 'policy', 'security', 'terrorism', 'technology', 'violence', 'war', 'web', 'Internet', 'surveillance', 'encryption']",2015-06-16T00:00:00.000+00:00,1450714762
"António Guterres thinks that we can solve the global refugee crisis -- and he offers compelling, surprising reasons why we must try. In conversation with TED's Bruno Giussani, Guterres discusses the historical causes of the current crisis and outlines the mood of the European countries that are trying to screen, shelter and resettle hundreds of thousands of desperate families. Bigger picture: Guterres calls for a multilateral turn toward acceptance and respect -- to defy groups like ISIS's anti-refugee propaganda and recruiting machine.",TEDGlobal>Geneva,Refugees have the right to be protected,1211281,1194,"['Europe', 'future', 'government', 'global issues', 'immigration', 'humanity', 'interview', 'policy', 'society', 'social change', 'terrorism']",2015-12-08T00:00:00.000+00:00,1450455390
"Legendary duo Jane Fonda and Lily Tomlin have been friends for decades. In a raw, tender and wide-ranging conversation hosted by Pat Mitchell, the three discuss longevity, feminism, the differences between male and female friendship, what it means to live well and women's role in future of our planet. ""I don't even know what I would do without my women friends,"" Fonda says. ""I exist because I have my women friends.""",TEDWomen 2015,A hilarious celebration of lifelong female friendship,4118629,944,"['women', 'aging', 'comedy', 'humor', 'humanity', 'identity', 'life', 'interview', 'personal growth', 'relationships', 'self', 'friendship', 'gender equality']",2015-05-27T00:00:00.000+00:00,1450368741
"""If you want to go out and start your own cemetery"" in the UK, says Alison Killing, ""you kind of can."" She thinks a lot about where we die and are buried -- and in this talk, the architect and TED Fellow offers an eye-opening economic and social perspective on an overlooked feature of our towns and cities: the cemetery. Speaking specifically to UK laws, she unpacks the fascinating, sometimes funny, often contradictory laws about where you can be buried.",TEDxGroningen,What happens when a city runs out of room for its dead,1549509,529,"['TED Fellows', 'aging', 'cities', 'death', 'humanity', 'architecture', 'design', 'TEDx']",2014-11-20T00:00:00.000+00:00,1450285607
"Depression is the leading cause of disability in the world; in the United States, close to ten percent of adults struggle with the disease. But because it's a mental illness, it can be a lot harder to understand than, say, high cholesterol. Helen M. Farrell examines the symptoms and treatments of depression, and gives some tips for how you might help a friend who is suffering. [Directed by Artrake Studio, narrated by Addison Anderson].",TED-Ed,What is depression?,7686366,254,"['health', 'psychology', 'brain', 'biology', 'science', 'mental health', 'disability', 'animation', 'TED-Ed', 'health care', 'depression', 'healthcare', 'disease', 'human body', 'illness']",2015-12-15T00:00:00.000+00:00,1551458144
"Stellar astronomer and TED Senior Fellow Lucianne Walkowicz works on NASA's Kepler mission, searching for places in the universe that could support life. So it's worth a listen when she asks us to think carefully about Mars. In this short talk, she suggests that we stop dreaming of Mars as a place that we'll eventually move to when we've messed up Earth, and to start thinking of planetary exploration and preservation of the Earth as two sides of the same goal. As she says, ""The more you look for planets like Earth, the more you appreciate our own planet.""",TED2015,Let's not use Mars as a backup planet,2340979,350,"['TED Fellows', 'future', 'humanity', 'NASA', 'Planets', 'space', 'universe', 'exploration', 'astronomy', 'solar system', 'Mars']",2015-03-16T00:00:00.000+00:00,1450196548
"The way we fish for popular seafood such as salmon, tuna and shrimp is threatening to ruin our oceans. Paul Greenberg explores the sheer size and irrationality of the seafood economy, and suggests a few specific ways we can change it, to benefit both the natural world and the people who depend on fishing for their livelihoods.",Mission Blue II,The four fish we're overeating -- and what to eat instead,1634573,864,"['mission blue', 'animals', 'biotech', 'fish', 'food', 'innovation', 'oceans', 'science', 'ecology']",2015-10-10T00:00:00.000+00:00,1450111943
"Nicole Paris was raised to be a beatboxer -- when she was young, her father, Ed Cage, used to beatbox her to sleep at night. Now the duo is known for their beatbox battles and jam sessions, which mix classic rap beats with electronic dance sounds. Prepare yourself for a bit of a hip-hop history lesson, and enjoy the show.",TEDYouth 2015,A beatboxing lesson from a father-daughter duo,4749324,421,"['TEDYouth', 'art', 'music', 'performance', 'family', 'entertainment', 'live music']",2015-11-14T00:00:00.000+00:00,1449850747
"In the 3rd millennium BCE, Mesopotamian kings recorded and interpreted their dreams on wax tablets. In the years since, we haven't paused in our quest to understand why we dream. And while we still don't have any definitive answers, we have some theories. Amy Adkins reveals the top seven reasons why we might dream. [Directed by Claire Van Ryzin, Chris Anne Lindo and Sam Lee, narrated by Addison Anderson].",TED-Ed,Why do we dream?,5631779,322,"['consciousness', 'history', 'personality', 'philosophy', 'psychology', 'brain', 'sleep', 'education', 'TED-Ed', 'animation']",2015-12-10T00:00:00.000+00:00,1579209142
"Raymond Wang is only 17 years old, but he's already helping to build a healthier future. Using fluid dynamics, he created computational simulations of how air moves on airplanes, and what he found is disturbing -- when a person sneezes on a plane, the airflow actually helps to spread pathogens to other passengers. Wang shares an unforgettable animation of how a sneeze travels inside a plane cabin as well as his prize-winning solution: a small, fin-shaped device that increases fresh airflow in airplanes and redirects pathogen-laden air out of circulation.",TEDYouth 2015,How germs travel on planes -- and how we can stop them,1912148,388,"['TEDYouth', 'aircraft', 'bacteria', 'design', 'illness', 'engineering', 'flight', 'health', 'innovation', 'invention', 'physics', 'science', 'transportation']",2015-11-14T00:00:00.000+00:00,1449764213
"Self-driving cars are already cruising the streets today. And while these cars will ultimately be safer and cleaner than their manual counterparts, they can't completely avoid accidents altogether. How should the car be programmed if it encounters an unavoidable accident? Patrick Lin navigates the murky ethics of self-driving cars. ",TED-Ed,The ethical dilemma of self-driving cars,1450146,255,"['TED-Ed', 'driverless cars', 'cars', 'morality', 'AI', 'machine learning', 'technology', 'animation', 'education', 'design', 'innovation', 'invention']",2015-12-08T00:00:00.000+00:00,1504811264
"Downloadable, printable clothing may be coming to a closet near you. What started as designer Danit Peleg's fashion school project turned into a collection of 3D-printed designs that have the strength and flexibility for everyday wear. ""Fashion is a very physical thing,"" she says. ""I wonder what our world will look like when our clothes will be digital.""",TEDYouth 2015,Forget shopping. Soon you'll download your new clothes,1888075,380,"['TEDYouth', 'art', 'business', 'design', 'future', 'fashion', 'invention', 'materials', 'shopping', 'manufacturing', '3D printing']",2015-11-14T00:00:00.000+00:00,1449592110
