talk_name,event_cat,views_x,p_year,mws,fkl,mtld,cnt_i,cnt_we,cnt_you,nip_comps_cnt,nip,nvr,time_period,most_frequent_topic
Confessions of a bad feminist,TED Women,1898641,2015,18.0,10.3,75.94927536231884,73,47,17,3,0.004360465116279,1.2610169491525425,3,health
A visual history of inequality in industrial America,TED Main,1334270,2015,15.0,11.6,154.29308521984805,4,3,1,10,0.033003300330033,3.1272727272727274,3,health
The forgotten history of autism,TED Main,1810337,2015,24.0,12.8,121.5153909389843,3,36,9,29,0.0350241545893719,1.895131086142322,3,technology
Forget the pecking order at work,TED Women,3695467,2015,17.0,10.3,86.72935044000587,17,66,14,24,0.0253431890179514,1.2071005917159765,3,environment
This app knows how you feel -- from the look on your face,TED Women,1689171,2015,16.0,9.0,78.33318011032057,29,56,29,13,0.019578313253012,1.4573643410852712,3,human feelings
Do we see reality as it is?,TED Main,3506433,2015,15.0,8.0,59.268900280776336,48,113,58,21,0.016030534351145,1.5087719298245614,3,human feelings
"One woman, five characters, and a sex lesson from the future",TED Main,1779472,2015,10.0,7.2,66.7249830585489,119,82,129,32,0.0209424083769633,1.2158273381294964,3,health
This is what it's like to go undercover in North Korea,TED Main,5385533,2015,16.5,8.3,84.9852199055429,40,40,43,6,0.0079787234042553,1.4241071428571428,3,health
"How to fix a broken school? Lead fearlessly, love hard",TED Women,2267695,2015,22.0,12.0,62.47939576682039,56,57,15,19,0.0185004868549172,1.4558823529411764,3,gender equity
How this FBI strategy is actually creating US-based terrorists,TED Main,1345125,2015,24.0,12.3,94.91652749081678,4,28,11,14,0.0249110320284697,2.0790697674418603,3,technology
The first secret of design is ... noticing,TED Main,3282680,2015,13.0,5.9,70.7734761452434,24,101,57,25,0.0249750249750249,0.986206896551724,3,environment
The surprisingly logical minds of babies,TED Main,1974848,2015,16.0,8.8,61.71036547785356,19,60,74,53,0.0435139573070607,1.396588486140725,3,human feelings
Gorgeous portraits of the world's vanishing people,TED Global,1634139,2015,9.0,6.1,41.06525824739967,156,62,98,16,0.0154142581888246,0.815359477124183,3,human feelings
The search for planets beyond our solar system,TED Main,1540792,2015,17.0,8.8,71.22949164946286,24,99,38,34,0.0349075975359342,1.645333333333333,3,human feelings
What does my headscarf mean to you?,TEDx,2435599,2015,14.0,8.6,63.86871740161215,44,39,78,17,0.0202140309155766,1.2506963788300836,3,gender equity
How we cut youth violence in Boston by 79 percent,TED Main,1171854,2015,16.0,9.2,56.880705554695965,59,88,53,14,0.012927054478301,1.2720588235294117,3,technology
Rethinking infidelity ... a talk for anyone who has ever loved,TED Main,16740772,2015,16.0,9.4,67.3530377708374,32,64,41,24,0.0185902401239349,1.334963325183374,3,health
Chimps have feelings and thoughts. They should also have rights,TED Main,1141026,2015,12.0,9.4,52.299805820487386,19,56,25,17,0.0198366394399066,1.663716814159292,3,health
Physical therapy is boring -- play a game instead,TED Main,1543411,2015,22.5,12.1,104.71551742754718,26,16,8,11,0.0308123249299719,1.4444444444444444,3,human feelings
"My daughter, my wife, our robot, and the quest for immortality",TED Main,1526958,2015,16.0,11.9,82.27487894902677,59,79,83,28,0.0221518987341772,1.7122969837587008,3,human feelings
A moving song from women in prison for life,TEDx,1428996,2015,8.0,7.2,44.1314511232544,17,1,3,4,0.0069444444444444,1.8333333333333333,3,human feelings
Why city flags may be the worst-designed thing you've never noticed,TED Main,6658713,2015,20.0,12.4,64.3876841163169,40,37,43,42,0.0382513661202185,2.2888888888888888,3,environment
The first 21 days of a bee's life,TED Main,2725632,2015,22.0,13.4,92.15866652984188,6,11,8,2,0.0054644808743169,1.6666666666666667,3,environment
Programming bacteria to detect cancer (and maybe treat it),TED Main,1357938,2015,30.5,17.5,72.41456946473996,5,16,11,3,0.0119521912350597,1.3771929824561404,3,posessions
New video technology that reveals an object's hidden properties,TED Main,1500625,2015,31.5,15.5,76.61372784652336,17,110,41,13,0.0120705663881151,1.1758793969849246,3,environment
The case for engineering our food,TED Main,1949375,2015,15.0,9.1,102.08,25,45,33,27,0.0252572497661365,1.775568181818182,3,environment
How we're priming some kids for college — and others for prison,TED Main,2074276,2015,16.0,10.1,76.07924065692266,24,38,40,19,0.0197095435684647,2.0062111801242235,3,entertainment
Why we laugh,TED Main,4231317,2015,15.5,9.8,60.5625813574638,39,69,152,11,0.0107421875,0.8380782918149466,3,human feelings
How to control someone else's arm with your brain,TED Main,12527678,2015,9.0,7.4,52.66283863161523,14,18,82,12,0.034090909090909,1.0264550264550265,3,human feelings
What happens when our computers get smarter than we are?,TED Main,4945153,2015,20.5,11.7,83.4024580982849,12,85,24,16,0.0161453077699293,1.5069252077562327,3,economy
How we unearthed the Spinosaurus,TED-Ed Weekend,1079015,2015,19.0,11.0,78.97984570877531,9,41,5,2,0.005524861878453,1.947368421052632,3,environment
How to raise a black son in America,TED Main,3766770,2015,28.0,14.9,98.06216099870856,15,17,14,1,0.0032051282051282,1.105263157894737,3,human feelings
How virtual reality can create the ultimate empathy machine,TED Main,1649765,2015,14.0,7.5,44.12521008403361,56,38,42,5,0.0081168831168831,1.5288461538461535,3,human feelings
"How I fell in love with quasars, blazars and our incredible universe",TED Main,1576525,2015,24.0,13.0,89.70303030303032,3,12,6,10,0.0386100386100386,2.442622950819672,3,human feelings
The hidden reason for poverty the world needs to address now,TED Main,1934291,2015,18.0,10.1,81.76650366748167,39,66,52,40,0.0301204819277108,1.6312056737588652,3,health
How Mars might hold the secret to the origin of life,TED Main,1295061,2015,19.0,9.9,59.4045988257912,11,80,45,17,0.0176715176715176,1.510385756676558,3,environment
Why we need to rethink capitalism,TED Main,2044356,2015,16.0,10.4,78.44592403613096,14,51,16,20,0.0338409475465313,1.5303030303030305,3,human feelings
The best kindergarten you’ve ever seen,TEDx,5466616,2015,9.0,4.4,55.30228758169935,5,23,26,10,0.0170357751277683,1.4857142857142858,3,gender equity
How to make peace? Get angry,TED Main,1412006,2015,12.0,8.0,77.32,70,35,18,24,0.0216411181244364,1.391156462585034,3,health
My desperate journey with a human smuggler,TEDx,1051123,2015,14.0,8.2,86.94314678284182,34,49,2,14,0.0219780219780219,1.5432692307692308,3,human feelings
How to land on a comet,TED Main,1351670,2015,18.0,7.7,59.896945206920165,9,111,53,61,0.0571696344892221,1.6433915211970074,3,human feelings
How equal do we want the world to be? You'd be surprised,TED Main,2007727,2015,12.0,7.5,42.95694492653014,11,94,40,33,0.0619136960600375,1.3464912280701755,3,human feelings
Math is forever,TEDx,1967930,2015,14.0,8.3,75.57110932855588,12,21,38,16,0.027538726333907,1.5051546391752575,3,gender equity
5 ways to kill your dreams,TED Global,5587984,2015,13.0,6.1,59.87428178635713,20,18,55,15,0.0404312668463611,0.9595375722543352,3,gender equity
The next outbreak? We're not ready,TED Main,40591593,2015,14.0,7.1,90.862060977266,6,57,6,15,0.029296875,1.39247311827957,3,posessions
The day I stood up alone,TED Global,1492570,2015,14.0,7.1,54.84093482311043,46,33,19,6,0.0136363636363636,1.107843137254902,3,human feelings
Are China and the US doomed to conflict?,TED Main,3934522,2015,14.5,9.5,61.22141594367531,24,79,45,29,0.0241465445462114,1.7885572139303485,3,human feelings
How I use sonar to navigate the world,TED Main,1501685,2015,10.5,7.5,86.52376425335706,37,19,46,12,0.0153256704980842,1.4545454545454546,3,human feelings
"There’s a better way to die, and architecture can help",TED Global,1334971,2015,22.0,11.7,70.04200652528547,4,25,10,6,0.021505376344086,1.6036036036036037,3,human feelings
Why do ambitious women have flat heads?,TED Main,2222163,2015,18.5,11.2,89.60640475817277,36,24,10,14,0.017094017094017,1.725,3,technology
How to revive a neighborhood,TED Main,1278117,2015,19.0,11.9,69.00354269971834,55,73,43,8,0.0079051383399209,1.3564593301435406,3,technology
Everyone around you has a story the world needs to hear,TED Main,2543697,2015,21.5,10.9,73.85943827085114,94,48,118,31,0.0238828967642526,1.3673835125448028,3,human feelings
A tale of two Americas. And the mini-mart where they collided,TED Main,1808692,2015,14.0,9.1,86.51741497774512,19,24,31,33,0.0283748925193465,1.6607142857142858,3,human feelings
How we're teaching computers to understand pictures,TED Main,2846280,2015,19.0,10.4,85.96808978444253,8,62,15,33,0.0306122448979591,1.973421926910299,3,human feelings
The price of shame,TED Main,19220043,2015,15.0,9.8,78.93605716247545,39,53,26,20,0.0148588410104011,1.685131195335277,3,health
What if 3D printing was 100x faster?,TED Main,4139340,2015,15.0,11.5,58.45359218531629,3,52,28,24,0.0372093023255813,1.841860465116279,3,environment
Can we create new senses for humans?,TED Main,3191494,2015,21.5,11.2,76.05562675242494,17,78,75,16,0.012965964343598,1.4807256235827664,3,human feelings
The good news about PMS,TEDx,1553504,2015,21.0,12.3,82.77692307692308,7,37,21,23,0.0260180995475113,1.9574468085106385,3,human feelings
I was held hostage for 317 days. Here's what I thought about…,TEDx,1207843,2015,12.0,6.8,73.97913717652105,66,75,41,25,0.02106149957877,1.3958333333333333,3,human feelings
How to manage for collective creativity,TEDx,2588986,2015,17.0,8.5,68.09356561920933,15,60,45,28,0.0270009643201542,1.2585470085470083,3,human feelings
Play this word game to come up with original ideas,TEDx,1951597,2015,12.0,5.6,76.07926611209052,15,9,49,3,0.0088235294117647,1.3333333333333333,3,environment
What I learned as a kid in jail,TEDx,1544685,2015,16.0,8.0,58.45260778599716,57,23,77,9,0.0131771595900439,0.934065934065934,3,human feelings
Why the buildings of the future will be shaped by ... you,TED Main,3932039,2015,16.0,9.0,48.48808393922744,19,96,42,13,0.0119815668202764,1.3638676844783717,3,human feelings
"In praise of macro -- yes, macro -- finance in Africa",TED Global,1231258,2015,28.0,13.2,133.28974358974358,1,24,7,18,0.0509915014164305,2.0,3,human feelings
4 lessons I learned from taking a stand against drugs and gun violence,TED Global,1225400,2015,15.0,9.3,100.63436894417704,20,54,19,24,0.0293398533007334,2.0267857142857144,3,entertainment
Think your email's private? Think again,TED Global,1842620,2015,24.0,11.7,68.70213806611636,8,94,36,13,0.017832647462277,1.216374269005848,3,entertainment
A love poem for lonely prime numbers,TEDx,1676475,2015,20.0,37.4,74.95387380191693,24,39,35,24,0.0286396181384248,1.256235827664399,3,human feelings
What can save the rainforest? Your used cell phone,TEDx,1432626,2015,18.0,9.8,64.3235252397316,10,63,17,13,0.0228070175438596,1.402390438247012,3,environment
"The problem with ""trickle-down techonomics""",TED Global,849641,2015,25.0,14.0,81.48898615950637,8,20,15,2,0.0054945054945054,1.676923076923077,3,technology
A magical search for a coincidence,TED Main,2232658,2015,8.0,4.4,38.94729563476028,35,30,60,70,0.0884955752212389,1.373076923076923,3,gender equity
How we found the worst place to park in New York City -- using big data,TEDx,1069645,2015,13.0,6.7,56.00905756825125,30,58,57,25,0.0353107344632768,1.7413793103448276,3,technology
The power of herd immunity,TEDx,787958,2015,13.0,8.5,84.93118756936737,18,44,11,21,0.0238365493757094,1.6451612903225807,3,posessions
How I work to protect women from honor killings,TED Global,1230392,2015,17.0,9.3,63.0292303937036,74,100,29,31,0.0283623055809698,1.2279260780287475,3,health
How our microbes make us who we are,TED Main,2114854,2015,24.0,12.0,74.81928629399931,8,125,71,33,0.0316091954022988,1.4233409610983982,3,posessions
The little problem I had renting a house,TEDx,1354917,2015,14.0,6.9,53.13449133550963,90,73,58,18,0.0216086434573829,0.9858156028368794,3,gender equity
"How to go to space, without having to go to space",TED Global,1173232,2015,19.0,11.5,76.73333333333333,10,34,9,10,0.0235849056603773,1.7945205479452055,3,human feelings
"For these women, reading is a daring act",TED Global,963375,2015,22.0,11.0,88.70573749692421,19,8,6,8,0.0262295081967213,1.6696428571428572,3,human feelings
How childhood trauma affects health across a lifetime,TED MED,8394079,2015,17.0,10.3,87.55976033776233,35,41,33,31,0.0323253388946819,1.8706293706293704,3,posessions
Why we all need to practice emotional first aid,TEDx,11572643,2015,14.0,7.6,89.86040098610798,55,84,86,20,0.0191570881226053,1.0456730769230769,3,human feelings
The mathematics of love,TEDx,5398432,2015,23.0,12.4,84.8984211730608,30,42,103,25,0.0244618395303326,1.1226851851851851,3,human feelings
"My simple invention, designed to keep my grandfather safe",TED-Ed Weekend,1826996,2015,25.5,13.5,89.10893534849016,33,14,4,11,0.0317919075144508,1.7123287671232876,3,human feelings
How to run a company with (almost) no rules,TED Global,3523344,2015,15.5,7.2,54.87286985120173,52,174,117,60,0.0460829493087557,0.9955357142857144,3,human feelings
How butterflies self-medicate,TED-Ed Weekend,1160463,2015,15.0,8.3,62.65421268968397,17,52,3,10,0.0266666666666666,1.41875,3,human feelings
Old books reborn as art,TED-Ed Weekend,1301395,2015,26.0,13.9,46.1097696364141,34,24,2,2,0.0054644808743169,1.0338983050847457,3,human feelings
"Got a wicked problem? First, tell me how you make toast",TED Global,3474448,2015,16.0,9.9,66.83661662419141,4,20,22,13,0.0240295748613678,1.4258373205741626,3,human feelings
"9 myths about psychology, debunked",TEDx,3161977,2015,23.0,10.8,64.95178828830676,6,47,89,27,0.0301675977653631,1.6005665722379605,3,human feelings
Humanity vs. Ebola. How we could win a terrifying war,TEDx,1217215,2015,22.5,11.7,60.45388494360566,11,110,37,26,0.0225890529973935,1.3489795918367349,3,posessions
Online social change,TED Global,1339728,2015,17.0,10.0,100.29440896374376,21,54,22,19,0.0195071868583162,1.5231607629427792,3,human feelings
The beauty and diversity of Muslim life,TED Global,1461504,2015,23.0,13.2,96.34991620281524,8,20,3,11,0.039568345323741,1.94,3,human feelings
My mother’s strange definition of empowerment,TEDx,1326373,2015,9.0,4.7,58.94544139188842,108,78,68,15,0.0133928571428571,1.0,3,health
"To solve mass violence, look to locals",TED Global,797944,2015,21.0,14.1,81.8814889482861,17,28,9,13,0.0135275754422476,2.5175879396984926,3,human feelings
Brain-to-brain communication has arrived. How we did it,TED Global,1425505,2015,17.0,12.0,65.8043857517807,15,60,46,61,0.0536499560246262,1.3634408602150538,3,human feelings
The danger of hiding who you are,TED Institute,3204472,2015,16.5,10.4,74.82277950332187,79,7,6,2,0.0032154340836012,1.2692307692307692,3,health
"Better toilets, better life",TED Global,1036214,2015,17.0,9.9,64.59911943319655,6,34,14,23,0.0316368638239339,2.13125,3,health
Why I make robots the size of a grain of rice,TED-Ed Weekend,1696209,2015,17.5,9.6,78.34573978652926,4,45,22,16,0.0437158469945355,1.5316455696202531,3,environment
How to let altruism be your guide,TED Global,2304136,2015,11.0,7.8,72.05764432948541,16,81,38,24,0.0248190279214064,1.8884758364312269,3,human feelings
Poetry that frees the soul,TEDx,802173,2015,13.5,8.4,52.92047980152565,24,36,29,7,0.0092470277410832,1.103734439834025,3,health
How to protect fast-growing cities from failing,TED Global,996326,2015,16.0,10.1,82.12245731928805,14,49,38,50,0.0563063063063063,2.0983050847457627,3,human feelings
Let's save the last pristine continent,TED Global,1058269,2015,16.0,8.2,76.66752006746887,16,51,20,23,0.0239085239085239,1.591093117408907,3,environment
